Date,Rate,Monthly_Return
2005-02-01,436.5,0.034850670062718025
2005-03-01,428.70001220703125,-0.01786938784185277
2005-04-01,435.0,0.014695562429623443
2005-06-01,435.8999938964844,0.0020689514861709224
2005-07-01,429.8999938964844,-0.013764625106704731
2005-08-01,433.79998779296875,0.009071863112013467
2005-09-01,469.0,0.08114341447107298
2005-10-01,465.1000061035156,-0.00831555201809031
2005-11-01,494.6000061035156,0.06342721912034177
2005-12-01,517.0999755859375,0.04549124384303549
2006-02-01,561.5999755859375,0.08605685960355358
2006-03-01,581.7999877929688,0.03596868426847033
2006-04-01,651.7999877929688,0.12031626240753579
2006-05-01,642.5,-0.014268161962474157
2006-06-01,613.5,-0.045136186770427966
2006-07-01,634.2000122070312,0.03374085119320491
2006-08-01,625.9000244140625,-0.013087334647132187
2006-09-01,598.5999755859375,-0.04361726755591999
2006-11-01,646.9000244140625,0.08068835749758696
2006-12-01,635.2000122070312,-0.01808627572340671
2007-01-01,652.0,0.026448342994510377
2007-02-01,669.4000244140625,0.02668715400929833
2007-03-01,663.0,-0.009560836839921816
2007-05-01,661.0,-0.003016591251885359
2007-06-01,648.0999755859375,-0.01951592195773444
2007-08-01,673.0,0.038420036031556304
2007-09-01,742.7999877929688,0.10371469211436657
2007-10-01,792.0,0.06623588181956741
2007-11-01,782.2000122070312,-0.012373721960819095
2007-12-01,834.9000244140625,0.06737408768165909
2008-01-01,922.7000122070312,0.1051622771895202
2008-02-01,972.0999755859375,0.053538487835006254
2008-03-01,916.2000122070312,-0.05750433575025271
2008-04-01,862.7999877929688,-0.05828424329031312
2008-05-01,887.2999877929688,0.028395920661369756
2008-07-01,913.9000244140625,0.02997862840870491
2008-08-01,829.2999877929688,-0.09257034069490722
2008-09-01,874.2000122070312,0.054142077746263784
2008-10-01,716.7999877929688,-0.18005035714502649
2008-11-01,816.2000122070312,0.1386719114213657
2008-12-01,883.5999755859375,0.08257775345611007
2009-01-01,927.2999877929688,0.04945678294983269
2009-04-01,890.7000122070312,-0.03946940156124412
2009-05-01,978.7999877929688,0.09891094013531898
2009-06-01,927.0999755859375,-0.05281979245178192
2009-07-01,953.7000122070312,0.028691659283328397
2009-08-01,951.7000122070312,-0.0020970954958590138
2009-09-01,1008.0,0.05915728388235153
2009-10-01,1039.699951171875,0.0314483642578125
2009-12-01,1095.199951171875,0.053380785425106936
2010-01-01,1083.0,-0.011139473809162359
2010-02-01,1118.300048828125,0.032594689591989745
2010-03-01,1113.300048828125,-0.0044710719678850985
2010-04-01,1180.0999755859375,0.060001728040995905
2010-05-01,1212.199951171875,0.027201064528451724
2010-06-01,1245.5,0.027470755790686807
2010-07-01,1181.699951171875,-0.051224447071959056
2010-09-01,1307.800048828125,0.10671075811689623
2010-10-01,1357.0999755859375,0.03769683813820657
2010-11-01,1385.0,0.02055856231374298
2010-12-01,1421.0999755859375,0.02606496432197658
2011-01-01,1333.800048828125,-0.061431235140101736
2011-02-01,1409.300048828125,0.056605186111917005
2011-03-01,1438.9000244140625,0.02100331693775992
2011-04-01,1556.0,0.08138159260482469
2011-06-01,1502.300048828125,-0.034511536742850235
2011-07-01,1628.300048828125,0.08387139446496517
2011-08-01,1828.5,0.12295028260667151
2011-09-01,1620.4000244140625,-0.11380911981730246
2011-10-01,1724.199951171875,0.06405821105522791
2011-11-01,1745.5,0.012353583941147939
2011-12-01,1565.800048828125,-0.1029504160251361
2012-02-01,1709.9000244140625,0.09202961495229522
2012-03-01,1669.300048828125,-0.02374406398400397
2012-05-01,1562.5999755859375,-0.06391904997372555
2012-06-01,1603.5,0.02617434087615811
2012-08-01,1684.5999755859375,0.05057684788645922
2012-09-01,1771.0999755859375,0.05134750163457258
2012-10-01,1717.5,-0.030263664572749427
2012-11-01,1710.9000244140625,-0.003842780544941804
2012-12-01,1674.800048828125,-0.02109999127406681
2013-01-01,1660.5999755859375,-0.008478667798059503
2013-02-01,1577.699951171875,-0.04992173047865511
2013-03-01,1594.800048828125,0.010838624697648402
2013-04-01,1472.199951171875,-0.07687490212101367
2013-05-01,1392.5999755859375,-0.05406872587013445
2013-06-01,1223.800048828125,-0.12121207074327989
2013-07-01,1312.4000244140625,0.07239742772585944
2013-08-01,1396.0999755859375,0.06377624932553916
2013-10-01,1323.5999755859375,-0.05193037838824688
2013-11-01,1250.5999755859375,-0.05515261510010527
2014-01-01,1240.0999755859375,-0.008395970098336591
2014-02-01,1321.4000244140625,0.06555926975944937
2014-03-01,1283.4000244140625,-0.028757378006595724
2014-04-01,1295.5999755859375,0.009505961461583112
2014-05-01,1245.5999755859375,-0.038592158800703436
2014-07-01,1281.300048828125,0.028660945682335903
2014-08-01,1285.800048828125,0.0035120579321883394
2014-09-01,1210.5,-0.05856279823348376
2014-10-01,1171.0999755859375,-0.032548553832352334
2014-11-01,1175.199951171875,0.0035009612086160935
2014-12-01,1183.9000244140625,0.00740305786561013
2015-01-01,1278.5,0.07990537514580853
2015-04-01,1182.4000244140625,-0.07516619130695146
2015-05-01,1189.4000244140625,0.005920162259357875
2015-06-01,1171.5,-0.015049625060232108
2015-07-01,1094.9000244140625,-0.06538623609555061
2015-08-01,1131.5999755859375,0.033518997491588376
2015-09-01,1115.5,-0.01422762100856445
2015-10-01,1141.5,0.023307933662034985
2015-12-01,1060.300048828125,-0.07113442941031534
2016-01-01,1116.4000244140625,0.052909528437672826
2016-02-01,1233.9000244140625,0.10524901238843065
2016-03-01,1234.199951171875,0.0002430721710657835
2016-04-01,1289.199951171875,0.044563281620435546
2016-06-01,1318.4000244140625,0.02264976291353782
2016-07-01,1349.0,0.023209932508562403
2016-08-01,1306.9000244140625,-0.03120828434835987
2016-09-01,1313.300048828125,0.00489710329367532
2016-10-01,1271.5,-0.03182825498668318
2016-11-01,1170.800048828125,-0.079197759474538
2016-12-01,1150.0,-0.017765671302238273
2017-02-01,1252.5999755859375,0.0892173700747283
2017-03-01,1247.300048828125,-0.004231140716199788
2017-04-01,1266.0999755859375,0.015072497411890318
2017-05-01,1272.0,0.0046599988372419965
2017-06-01,1240.699951171875,-0.024606956625884413
2017-07-01,1266.5999755859375,0.020875332822895
2017-08-01,1316.199951171875,0.03915993726669087
2017-09-01,1281.5,-0.02636373838259154
2017-11-01,1273.199951171875,-0.0064768231198790716
2017-12-01,1306.300048828125,0.025997564346263102
2018-01-01,1339.0,0.025032496325182008
2018-02-01,1315.5,-0.0175504107542942
2018-03-01,1322.800048828125,0.005549257946123154
2018-05-01,1300.0999755859375,-0.017160623226690652
2018-06-01,1251.300048828125,-0.037535518555654956
2018-08-01,1200.300048828125,-0.04075761049299309
2018-09-01,1191.5,-0.007331540839906392
2018-10-01,1212.300048828125,0.01745702797156956
2018-11-01,1220.199951171875,0.006516457993535951
2018-12-01,1278.300048828125,0.04761522699656795
2019-01-01,1319.699951171875,0.03238668603799488
2019-02-01,1312.800048828125,-0.005228387208488505
2019-03-01,1293.0,-0.015082303543330622
2019-04-01,1282.800048828125,-0.007888593327049498
2019-05-01,1305.800048828125,0.01792952847250917
2019-06-01,1409.699951171875,0.07956800310812806
2019-07-01,1426.0999755859375,0.011633698646601465
2019-08-01,1519.0999755859375,0.06521281929185174
2019-10-01,1511.4000244140625,-0.00506875867001777
2019-11-01,1465.5999755859375,-0.03030306212009004
2020-01-01,1582.9000244140625,0.08003551499871531
2020-02-01,1564.0999755859375,-0.011876965404106432
2020-04-01,1684.199951171875,0.07678535736882552
2020-05-01,1736.9000244140625,0.03129086496263023
2020-06-01,1793.0,0.03229890885911102
2020-07-01,1962.800048828125,0.09470164463364483
2020-08-01,1967.5999755859375,0.002445448664359917
2020-09-01,1887.5,-0.040709481896636146
2020-10-01,1877.4000244140625,-0.005350980442880848
2020-12-01,1893.0999755859375,0.00836260305087344
