Date,Rate,Monthly_Return
2005-02-01,59.150001525878906,0.0
2005-03-01,59.36000061035156,0.0035502802883407014
2005-04-01,59.95000076293945,0.009939355568082675
2005-05-01,59.55500030517578,-0.006588831571923137
2005-06-01,59.70000076293945,0.0024347318784425642
2005-07-01,59.65999984741211,-0.0006700320773224133
2005-08-01,59.63999938964844,-0.0003352406606574876
2005-09-01,59.70000076293945,0.0010060592539413715
2005-10-01,59.71500015258789,0.00025124605455206783
2005-11-01,59.720001220703125,8.374894251783616e-05
2005-12-01,59.7400016784668,0.0003349038405031646
2006-01-01,59.845001220703125,0.001757608625481133
2006-02-01,59.91999816894531,0.0012531865103586615
2006-03-01,60.02000045776367,0.0016689301047105864
2006-04-01,60.119998931884766,0.001666085860686728
2006-05-01,59.70000076293945,-0.006985997611562933
2006-06-01,60.099998474121094,0.0067001290798969215
2006-07-01,60.22999954223633,0.0021630793912783552
2006-08-01,60.22999954223633,0.0
2006-09-01,60.5,0.004482823506819722
2006-10-01,60.5,0.0
2006-11-01,60.849998474121094,0.005785098745803241
2006-12-01,60.75,-0.0016433603390084706
2007-01-01,60.400001525878906,-0.005761291755079778
2007-02-01,60.849998474121094,0.007450280411820609
2007-03-01,60.880001068115234,0.0004930582538453798
2007-04-01,60.68000030517578,-0.0032851635911714805
2007-05-01,60.709999084472656,0.0004943767163152479
2007-06-01,60.47999954223633,-0.0037884952348015144
2007-07-01,59.900001525878906,-0.00958991436420864
2007-08-01,60.65999984741211,0.012687784677348546
2007-09-01,60.630001068115234,-0.0004945397192933632
2007-10-01,60.63999938964844,0.00016490716406170058
2007-11-01,61.099998474121094,0.00758573695749698
2007-12-01,61.75,0.010638323111484382
2008-01-01,62.45000076293945,0.011336044743958773
2008-02-01,62.599998474121094,0.0024018848574722806
2008-03-01,62.54999923706055,-0.0007987098766658596
2008-04-01,64.5,0.031175072529562753
2008-05-01,66.19999694824219,0.02635654183321212
2008-06-01,68.0999984741211,0.028700930717027173
2008-07-01,71.1500015258789,0.04478712364313564
2008-08-01,75.9000015258789,0.06676036399341911
2008-09-01,77.9000015258789,0.026350460603325354
2008-10-01,81.19999694824219,0.04236194297463536
2008-11-01,78.30000305175781,-0.035714211890092384
2008-12-01,78.75,0.005747087237592208
2009-01-01,78.9000015258789,0.0019047812810020215
2009-02-01,79.55000305175781,0.008238295479192193
2009-03-01,80.3499984741211,0.010056510266162721
2009-04-01,80.0,-0.0043559238427841596
2009-05-01,80.5999984741211,0.007499980926513716
2009-06-01,81.26000213623047,0.008188631198563723
2009-07-01,82.8499984741211,0.01956677696396114
2009-08-01,82.80000305175781,-0.0006034450607611541
2009-09-01,82.94999694824219,0.001811520422174473
2009-10-01,83.55000305175781,0.007233346902833615
2009-11-01,83.4000015258789,-0.0017953503339309673
2009-12-01,84.30000305175781,0.010791385004946807
2010-01-01,84.30400085449219,4.742351826392266e-05
2010-02-01,83.32499694824219,-0.011612781081881907
2010-03-01,83.75,0.0051005468625675565
2010-04-01,83.9000015258789,0.0017910629955690816
2010-05-01,83.96700286865234,0.0007985857157912779
2010-06-01,85.44999694824219,0.017661629317764937
2010-07-01,85.19999694824219,-0.0029256876410589383
2010-08-01,84.177001953125,-0.012006983940840321
2010-09-01,86.1500015258789,0.023438700915632493
2010-10-01,85.80000305175781,-0.004062663585861381
2010-11-01,85.69999694824219,-0.0011655722605895535
2010-12-01,85.6500015258789,-0.0005833771778717134
2011-01-01,85.0260009765625,-0.0072854703817824
2011-02-01,85.5,0.005574753816402156
2011-03-01,85.0,-0.005847953216374324
2011-04-01,84.69999694824219,-0.003529447667738994
2011-05-01,84.6969985961914,-3.5399671296509894e-05
2011-06-01,86.0,0.015384268928122058
2011-07-01,86.44999694824219,0.005232522653978888
2011-08-01,87.0999984741211,0.007518814908322735
2011-09-01,87.5,0.004592440102025419
2011-10-01,85.55899810791016,-0.022182878766741077
2011-11-01,86.73200225830078,0.0137098864681795
2011-12-01,89.69999694824219,0.03422029484690414
2012-01-01,89.5999984741211,-0.0011148102287984463
2012-02-01,90.9000015258789,0.014508962878311715
2012-03-01,89.38999938964844,-0.016611684388152415
2012-04-01,89.46399688720703,0.000827805101955903
2012-05-01,92.16500091552734,0.030190960859100002
2012-06-01,92.69499969482422,0.005750542766040256
2012-07-01,93.39099884033203,0.007508486410261916
2012-08-01,93.50299835205078,0.0011992538157796773
2012-09-01,94.0,0.00531535519404347
2012-10-01,94.48999786376953,0.005212743231590711
2012-11-01,96.5,0.021272115373823786
2012-12-01,95.70899963378906,-0.00819689498664189
2013-01-01,97.69999694824219,0.020802613359989897
2013-02-01,96.72699737548828,-0.009959054279903068
2013-03-01,97.052001953125,0.0033600192961129594
2013-04-01,98.4000015258789,0.013889456637947273
2013-05-01,98.4000015258789,0.0
2013-06-01,98.43900299072266,0.00039635634389179053
2013-07-01,101.5999984741211,0.03211120985953442
2013-08-01,103.41999816894531,0.017913383092104995
2013-09-01,104.30999755859375,0.008605679804737143
2013-10-01,105.87000274658203,0.014955471426523426
2013-11-01,107.43000030517578,0.014735028980096265
2013-12-01,105.5999984741211,-0.017034364943276703
2014-01-01,105.41999816894531,-0.0017045483690977248
2014-02-01,104.9000015258789,-0.004932618593229909
2014-03-01,96.76100158691406,-0.07758817750786162
2014-04-01,98.25,0.015388414636742453
2014-05-01,98.5999984741211,0.003562325436347047
2014-06-01,98.5,-0.0010141833232111264
2014-07-01,98.5999984741211,0.001015212935239429
2014-08-01,100.73999786376953,0.02170384810107384
2014-09-01,101.29000091552734,0.0054596293768198745
2014-10-01,101.83000183105469,0.005331236160000419
2014-11-01,100.45999908447266,-0.01345382227189773
2014-12-01,100.44999694824219,-9.95633717063571e-05
2015-01-01,100.9000015258789,0.00447988642417374
2015-02-01,101.8499984741211,0.009415232248520145
2015-03-01,101.80000305175781,-0.0004908730791585159
2015-04-01,101.75,-0.0004911890988096301
2015-05-01,101.8499984741211,0.000982785986448187
2015-06-01,101.75,-0.000981821066462829
2015-07-01,101.75,0.0
2015-08-01,102.48999786376953,0.007272706277833274
2015-09-01,104.25,0.017172428265340267
2015-10-01,105.0999984741211,0.008153462581497406
2015-11-01,103.83999633789062,-0.01198860280231806
